particle,step,energy,pos_x,pos_y,pos_z,cell,material,macro_total,d_coll,d_surf,event,hit_nuc,micro_el,micro_inel,micro_fis,micro_cap,out_energy,rng_xi
0,41,7.57123805e5,1.71957728e-1,-6.21491347e-1,3.87716476e-1,3.00000000e0,2.00000000e0,3.11596088e-1,2.21688513e-1,1.84358644e-1,7.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,7.57123805e5,9.33254561e-1
0,42,7.57123805e5,1.08509507e-1,-4.62439918e-1,4.56017864e-1,2.00000000e0,1.00000000e0,3.14858977e-1,1.57005667e0,6.21510795e-2,7.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,7.57123805e5,6.09969431e-1
0,43,7.57123805e5,8.71198082e-2,-4.08820415e-1,4.79043665e-1,1.00000000e0,-1.00000000e0,0.00000000e0,0.00000000e0,9.17795007e-3,9.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,7.57123805e5,0.00000000e0
0,44,7.57123805e5,8.39611540e-2,-4.00902329e-1,4.82443925e-1,0.00000000e0,0.00000000e0,3.01266727e-1,1.76584975e0,3.98282379e-1,6.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,7.57123805e5,5.87433768e-1
0,45,7.57123805e5,-5.31102983e-2,-5.72928485e-2,6.30000000e-1,0.00000000e0,0.00000000e0,3.01266727e-1,7.60284421e0,4.70493653e-1,7.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,7.57123805e5,1.01217462e-1
0,46,7.57123805e5,-2.15033730e-1,3.48615350e-1,4.55691013e-1,1.00000000e0,-1.00000000e0,0.00000000e0,0.00000000e0,9.17795007e-3,9.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,7.57123805e5,0.00000000e0
0,47,7.57123805e5,-2.18192384e-1,3.56533436e-1,4.52290752e-1,2.00000000e0,1.00000000e0,3.14858977e-1,7.75266999e0,6.21510795e-2,7.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,7.57123805e5,8.70739307e-2
0,48,7.57123805e5,-2.39582083e-1,4.10152940e-1,4.29264951e-1,3.00000000e0,2.00000000e0,3.11596088e-1,2.13195553e-1,2.54827690e-1,0.00000000e0,3.00000000e0,4.93073835e0,0.00000000e0,0.00000000e0,3.33285919e-5,1.71797451e5,9.35727572e-1
0,49,1.71797451e5,-3.12954710e-1,5.94082778e-1,3.50280038e-1,3.00000000e0,2.00000000e0,5.99609013e-1,2.20057923e0,7.68919127e-1,6.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,1.71797451e5,2.67272340e-1
1,0,1.00000000e6,1.68871766e-1,-1.84168689e-1,-3.92515621e-1,0.00000000e0,0.00000000e0,5.42074153e-1,7.75353487e-1,4.84151073e-1,7.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,1.00000000e6,6.56850337e-1
1,1,1.00000000e6,-3.03020159e-1,-2.75591999e-1,-4.50498901e-1,1.00000000e0,-1.00000000e0,0.00000000e0,0.00000000e0,9.86772254e-3,9.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,1.00000000e6,0.00000000e0
1,2,1.00000000e6,-3.12638032e-1,-2.77455345e-1,-4.51680689e-1,2.00000000e0,1.00000000e0,2.77502195e-1,2.98630865e0,6.53699183e-2,7.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,1.00000000e6,4.36613373e-1
1,3,1.00000000e6,-3.76352732e-1,-2.89799292e-1,-4.59509573e-1,3.00000000e0,2.00000000e0,4.11846998e-1,2.23814372e0,2.60236705e-1,6.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,1.00000000e6,3.97813183e-1
1,4,1.00000000e6,-6.30000000e-1,-3.38940359e-1,-4.90676244e-1,3.00000000e0,2.00000000e0,4.11846998e-1,3.47833831e0,4.12793590e-1,7.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,1.00000000e6,2.38701087e-1
1,5,1.00000000e6,-2.27658720e-1,-4.16889079e-1,-5.40113554e-1,2.00000000e0,1.00000000e0,2.77502195e-1,8.98586989e-1,2.90511064e-1,7.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,1.00000000e6,7.79299483e-1
1,6,1.00000000e6,5.54963427e-2,-4.71746922e-1,-5.74905968e-1,3.00000000e0,2.00000000e0,4.11846998e-1,4.44746613e0,4.60026321e-1,6.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,1.00000000e6,1.60145008e-1
1,7,1.00000000e6,5.03874367e-1,-5.58614701e-1,-6.30000000e-1,3.00000000e0,2.00000000e0,4.11846998e-1,2.44220521e0,1.29402218e-1,6.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,1.00000000e6,3.65746472e-1
1,8,1.00000000e6,6.30000000e-1,-5.83050006e-1,-6.14502431e-1,3.00000000e0,2.00000000e0,4.11846998e-1,2.16485450e0,2.48633424e-1,6.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,1.00000000e6,4.10003810e-1
1,9,1.00000000e6,3.87662207e-1,-6.30000000e-1,-5.84725400e-1,3.00000000e0,2.00000000e0,4.11846998e-1,5.23758110e0,1.04409979e0,6.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,1.00000000e6,1.15662125e-1
1,10,1.00000000e6,-6.30000000e-1,-4.32840348e-1,-4.59681105e-1,3.00000000e0,2.00000000e0,4.11846998e-1,8.45530595e-1,3.39218848e-1,7.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,1.00000000e6,7.05937031e-1
1,11,1.00000000e6,-2.99370481e-1,-3.68784907e-1,-4.19055312e-1,2.00000000e0,1.00000000e0,2.77502195e-1,2.55787478e0,7.89061347e-2,7.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,1.00000000e6,4.91734734e-1
1,12,1.00000000e6,-2.22462314e-1,-3.53884887e-1,-4.09605292e-1,1.00000000e0,-1.00000000e0,0.00000000e0,0.00000000e0,1.25266986e-2,9.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,1.00000000e6,0.00000000e0
1,13,1.00000000e6,-2.10252793e-1,-3.51519441e-1,-4.08105059e-1,0.00000000e0,0.00000000e0,5.42074153e-1,1.68282333e0,5.50510413e-1,7.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,1.00000000e6,4.01633606e-1
1,14,1.00000000e6,3.26318192e-1,-2.47565351e-1,-3.42174399e-1,1.00000000e0,-1.00000000e0,0.00000000e0,0.00000000e0,1.25266986e-2,9.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,1.00000000e6,0.00000000e0
1,15,1.00000000e6,3.38527712e-1,-2.45199906e-1,-3.40674166e-1,2.00000000e0,1.00000000e0,2.77502195e-1,5.57005436e-2,7.89061347e-2,0.00000000e0,6.00000000e0,6.02787729e0,3.66670009e-1,0.00000000e0,1.67129228e-2,9.82830730e5,9.84661824e-1
1,16,9.82830730e5,3.92817866e-1,-2.34681850e-1,-3.34003314e-1,2.00000000e0,1.00000000e0,2.80290747e-1,8.84939087e0,2.55631570e-2,7.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,9.82830730e5,8.37095365e-2
1,17,9.82830730e5,4.00685051e-1,-2.55100954e-1,-3.20788054e-1,3.00000000e0,2.00000000e0,3.98484644e-1,1.07130252e-1,4.69345127e-1,0.00000000e0,8.00000000e0,7.53042185e0,9.99997038e-31,0.00000000e0,1.01493408e-4,9.72066247e5,9.58208618e-1
1,18,9.72066247e5,4.33654889e-1,-3.40673440e-1,-2.65405473e-1,3.00000000e0,2.00000000e0,3.78670590e-1,8.31715377e0,3.05469333e-1,6.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,9.72066247e5,4.28752078e-2
1,19,9.72066247e5,4.24718419e-1,-6.30000000e-1,-1.67825791e-1,3.00000000e0,2.00000000e0,3.78670590e-1,1.04556588e-2,4.16551451e-1,0.00000000e0,8.00000000e0,6.67705458e0,9.99997038e-31,0.00000000e0,1.02952964e-4,8.01292478e5,9.96048577e-1
1,20,8.01292478e5,4.24412540e-1,-6.20096879e-1,-1.64485817e-1,3.00000000e0,2.00000000e0,3.03842731e-1,3.80077955e-1,4.11192164e-2,6.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,8.01292478e5,8.90934895e-1
1,21,8.01292478e5,4.37886246e-1,-6.30000000e-1,-2.02051458e-1,3.00000000e0,2.00000000e0,3.03842731e-1,1.24627112e0,4.68430946e-1,6.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,8.01292478e5,6.84771262e-1
1,22,8.01292478e5,5.91378985e-1,-5.17183444e-1,-6.30000000e-1,3.00000000e0,2.00000000e0,3.03842731e-1,3.84384543e0,1.17864068e-1,6.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,8.01292478e5,3.11011780e-1
1,23,8.01292478e5,6.30000000e-1,-4.88797151e-1,-5.22321896e-1,3.00000000e0,2.00000000e0,3.03842731e-1,4.77217893e-1,7.93209878e-1,0.00000000e0,3.00000000e0,4.77771684e0,0.00000000e0,0.00000000e0,3.30088683e-5,3.22588859e5,8.65022996e-1
1,24,3.22588859e5,4.73628006e-1,-3.73864353e-1,-8.63457858e-2,3.00000000e0,2.00000000e0,4.69648330e-1,7.09035741e-1,4.57320461e-1,6.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,3.22588859e5,7.16772021e-1
1,25,3.22588859e5,2.48158786e-1,-6.30000000e-1,2.18121233e-1,3.00000000e0,2.00000000e0,4.69648330e-1,2.45158603e0,2.96518626e-1,7.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,3.22588859e5,3.16199074e-1
1,26,3.22588859e5,1.01968464e-1,-4.63926100e-1,4.15532355e-1,2.00000000e0,1.00000000e0,3.33757098e-1,3.64997625e-1,8.92146906e-2,7.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,3.22588859e5,8.85307224e-1
1,27,3.22588859e5,5.79836205e-2,-4.13958808e-1,4.74928197e-1,1.00000000e0,-1.00000000e0,0.00000000e0,0.00000000e0,1.35425205e-2,9.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,3.22588859e5,0.00000000e0
1,28,3.22588859e5,5.13068499e-2,-4.06373919e-1,4.83944312e-1,0.00000000e0,0.00000000e0,3.86697713e-1,7.31811958e-1,2.19380920e-1,6.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,3.22588859e5,7.53527315e-1
1,29,3.22588859e5,-5.68528522e-2,-2.83503244e-1,6.30000000e-1,0.00000000e0,0.00000000e0,3.86697713e-1,1.38053448e0,6.89079162e-1,7.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,3.22588859e5,5.86343474e-1
1,30,3.22588859e5,-3.96584302e-1,1.02435621e-1,1.71236618e-1,1.00000000e0,-1.00000000e0,0.00000000e0,0.00000000e0,1.35425205e-2,9.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,3.22588859e5,0.00000000e0
1,31,3.22588859e5,-4.03261073e-1,1.10020510e-1,1.62220503e-1,2.00000000e0,1.00000000e0,3.33757098e-1,1.69554725e0,8.92146906e-2,7.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,3.22588859e5,5.67848324e-1
1,32,3.22588859e5,-4.47245916e-1,1.59987802e-1,1.02824661e-1,3.00000000e0,2.00000000e0,4.69648330e-1,5.14521100e-1,3.70681116e-1,6.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,3.22588859e5,7.85335727e-1
1,33,3.22588859e5,-6.30000000e-1,3.67598559e-1,-1.43961092e-1,3.00000000e0,2.00000000e0,4.69648330e-1,5.72662420e0,4.68507798e-1,6.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,3.22588859e5,6.79149228e-2
1,34,3.22588859e5,-3.99015173e-1,6.30000000e-1,-4.55876225e-1,3.00000000e0,2.00000000e0,4.69648330e-1,1.99784177e0,2.61540201e-1,6.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,3.22588859e5,3.91299099e-1
1,35,3.22588859e5,-2.70070002e-1,4.83516791e-1,-6.30000000e-1,3.00000000e0,2.00000000e0,4.69648330e-1,1.44421568e-1,1.08495160e-1,7.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,3.22588859e5,9.34421789e-1
1,36,3.22588859e5,-2.16579456e-1,4.22750911e-1,-5.57767936e-1,2.00000000e0,1.00000000e0,3.33757098e-1,5.61886193e0,7.91576472e-2,7.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,3.22588859e5,1.53303593e-1
1,37,3.22588859e5,-1.77552960e-1,3.78416359e-1,-5.05067700e-1,1.00000000e0,-1.00000000e0,0.00000000e0,0.00000000e0,1.17344773e-2,9.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,3.22588859e5,0.00000000e0
1,38,3.22588859e5,-1.71767595e-1,3.71844117e-1,-4.97255313e-1,0.00000000e0,0.00000000e0,3.86697713e-1,9.27660879e-1,1.05232977e0,1.00000000e0,1.00000000e0,7.92559748e0,1.50461971e0,1.39638213e-4,1.12020001e-1,1.61294430e5,6.98566891e-1
1,39,1.61294430e5,2.85589974e-1,-1.47719383e-1,1.20346929e-1,0.00000000e0,0.00000000e0,4.19537551e-1,7.36473558e-1,3.37239483e-1,7.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,1.61294430e5,7.34196693e-1
1,40,1.61294430e5,7.21113902e-2,-4.03202322e-1,1.74066917e-1,1.00000000e0,-1.00000000e0,0.00000000e0,0.00000000e0,1.30589879e-2,9.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,1.61294430e5,0.00000000e0
1,41,1.61294430e5,6.38448127e-2,-4.13095443e-1,1.76147128e-1,2.00000000e0,1.00000000e0,4.32442035e-1,9.68590280e-1,8.15059553e-2,7.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,1.61294430e5,6.57796838e-1
