case,max_n_nuc,total_n_nuc,n_mats,sim_s,load_s,collisions,fissions,leaks,us_per_collision,us_per_particle,k_calc,k_sigma,delta_pcm,sigma_ratio,status
heu-met-fast-001_case-1,3,20,7,7.500,0.500,4735758,690823,1029561,1.584,4.17,1.00062,0.00107,+62,0.42,PASS
