t_s,n,c1,c2,c3,c4,c5,c6,rho
1.650000e0,4.055327e-1,1.969595e3,4.415913e3,9.986359e2,6.871229e2,3.790544e1,2.378780e0,-6.500000e-3
1.660000e0,4.051404e-1,1.969451e3,4.415127e3,9.980231e2,6.861285e2,3.781109e1,2.375727e0,-6.500000e-3
1.670000e0,4.047493e-1,1.969307e3,4.414341e3,9.974105e2,6.851360e2,3.771749e1,2.372699e0,-6.500000e-3
1.680000e0,4.043594e-1,1.969162e3,4.413555e3,9.967980e2,6.841455e2,3.762463e1,2.369696e0,-6.500000e-3
1.690000e0,4.039706e-1,1.969018e3,4.412769e3,9.961858e2,6.831569e2,3.753250e1,2.366717e0,-6.500000e-3
1.700000e0,4.035830e-1,1.968874e3,4.411982e3,9.955738e2,6.821703e2,3.744110e1,2.363761e0,-6.500000e-3
1.710000e0,4.031965e-1,1.968729e3,4.411195e3,9.949620e2,6.811856e2,3.735041e1,2.360829e0,-6.500000e-3
1.720000e0,4.028112e-1,1.968585e3,4.410408e3,9.943504e2,6.802029e2,3.726043e1,2.357920e0,-6.500000e-3
1.730000e0,4.024270e-1,1.968440e3,4.409620e3,9.937390e2,6.792221e2,3.717115e1,2.355032e0,-6.500000e-3
1.740000e0,4.020439e-1,1.968295e3,4.408832e3,9.931278e2,6.782432e2,3.708256e1,2.352167e0,-6.500000e-3
1.750000e0,4.016619e-1,1.968150e3,4.408044e3,9.925169e2,6.772663e2,3.699466e1,2.349322e0,-6.500000e-3
1.760000e0,4.012810e-1,1.968005e3,4.407255e3,9.919061e2,6.762913e2,3.690744e1,2.346499e0,-6.500000e-3
1.770000e0,4.009012e-1,1.967861e3,4.406467e3,9.912956e2,6.753182e2,3.682090e1,2.343696e0,-6.500000e-3
1.780000e0,4.005225e-1,1.967715e3,4.405678e3,9.906852e2,6.743470e2,3.673503e1,2.340913e0,-6.500000e-3
1.790000e0,4.001449e-1,1.967570e3,4.404888e3,9.900751e2,6.733778e2,3.664981e1,2.338150e0,-6.500000e-3
1.800000e0,3.997683e-1,1.967425e3,4.404099e3,9.894652e2,6.724104e2,3.656525e1,2.335405e0,-6.500000e-3
1.810000e0,3.993928e-1,1.967280e3,4.403309e3,9.888556e2,6.714450e2,3.648133e1,2.332680e0,-6.500000e-3
1.820000e0,3.990184e-1,1.967135e3,4.402519e3,9.882461e2,6.704815e2,3.639806e1,2.329973e0,-6.500000e-3
1.830000e0,3.986450e-1,1.966989e3,4.401728e3,9.876368e2,6.695199e2,3.631542e1,2.327284e0,-6.500000e-3
1.840000e0,3.982727e-1,1.966844e3,4.400937e3,9.870278e2,6.685603e2,3.623341e1,2.324612e0,-6.500000e-3
1.850000e0,3.979014e-1,1.966698e3,4.400146e3,9.864190e2,6.676025e2,3.615203e1,2.321958e0,-6.500000e-3
1.860000e0,3.975312e-1,1.966553e3,4.399355e3,9.858104e2,6.666466e2,3.607125e1,2.319321e0,-6.500000e-3
1.870000e0,3.971619e-1,1.966407e3,4.398563e3,9.852021e2,6.656926e2,3.599109e1,2.316700e0,-6.500000e-3
1.880000e0,3.967937e-1,1.966261e3,4.397772e3,9.845940e2,6.647405e2,3.591153e1,2.314096e0,-6.500000e-3
1.890000e0,3.964265e-1,1.966115e3,4.396980e3,9.839861e2,6.637903e2,3.583257e1,2.311508e0,-6.500000e-3
1.900000e0,3.960603e-1,1.965969e3,4.396187e3,9.833784e2,6.628420e2,3.575420e1,2.308935e0,-6.500000e-3
1.910000e0,3.956951e-1,1.965823e3,4.395395e3,9.827709e2,6.618955e2,3.567642e1,2.306378e0,-6.500000e-3
1.920000e0,3.953309e-1,1.965677e3,4.394602e3,9.821637e2,6.609510e2,3.559921e1,2.303836e0,-6.500000e-3
1.930000e0,3.949677e-1,1.965531e3,4.393809e3,9.815567e2,6.600083e2,3.552258e1,2.301309e0,-6.500000e-3
1.940000e0,3.946055e-1,1.965385e3,4.393015e3,9.809500e2,6.590675e2,3.544652e1,2.298796e0,-6.500000e-3
1.950000e0,3.942442e-1,1.965239e3,4.392221e3,9.803434e2,6.581286e2,3.537102e1,2.296298e0,-6.500000e-3
1.960000e0,3.938839e-1,1.965092e3,4.391428e3,9.797371e2,6.571915e2,3.529608e1,2.293814e0,-6.500000e-3
1.970000e0,3.935245e-1,1.964946e3,4.390633e3,9.791311e2,6.562563e2,3.522169e1,2.291343e0,-6.500000e-3
1.980000e0,3.931662e-1,1.964799e3,4.389839e3,9.785252e2,6.553230e2,3.514785e1,2.288886e0,-6.500000e-3
1.990000e0,3.928087e-1,1.964653e3,4.389044e3,9.779196e2,6.543915e2,3.507455e1,2.286442e0,-6.500000e-3
2.000000e0,3.924522e-1,1.964506e3,4.388249e3,9.773143e2,6.534619e2,3.500178e1,2.284012e0,-6.500000e-3
2.010000e0,3.920967e-1,1.964360e3,4.387454e3,9.767091e2,6.525341e2,3.492955e1,2.281594e0,-6.500000e-3
2.020000e0,3.917421e-1,1.964213e3,4.386659e3,9.761043e2,6.516082e2,3.485784e1,2.279188e0,-6.500000e-3
2.030000e0,3.913884e-1,1.964066e3,4.385863e3,9.754996e2,6.506842e2,3.478665e1,2.276795e0,-6.500000e-3
2.040000e0,3.910356e-1,1.963919e3,4.385067e3,9.748952e2,6.497619e2,3.471597e1,2.274414e0,-6.500000e-3
2.050000e0,3.906837e-1,1.963772e3,4.384271e3,9.742910e2,6.488416e2,3.464580e1,2.272045e0,-6.500000e-3
2.060000e0,3.903328e-1,1.963625e3,4.383474e3,9.736871e2,6.479230e2,3.457614e1,2.269688e0,-6.500000e-3
2.070000e0,3.899828e-1,1.963478e3,4.382678e3,9.730834e2,6.470063e2,3.450698e1,2.267343e0,-6.500000e-3
