t_s,n,c1,c2,c3,c4,c5,c6,rho
8.740000e0,1.587535e4,3.723697e5,2.045836e6,1.677817e6,3.119437e6,6.044253e5,6.615951e4,5.200000e-3
8.750000e0,1.604215e4,3.762651e5,2.067303e6,1.695446e6,3.152217e6,6.107763e5,6.685466e4,5.200000e-3
8.760000e0,1.621071e4,3.802014e5,2.088996e6,1.713260e6,3.185341e6,6.171940e5,6.755713e4,5.200000e-3
8.770000e0,1.638104e4,3.841790e5,2.110917e6,1.731262e6,3.218813e6,6.236791e5,6.826697e4,5.200000e-3
8.780000e0,1.655316e4,3.881985e5,2.133069e6,1.749453e6,3.252637e6,6.302324e5,6.898427e4,5.200000e-3
8.790000e0,1.672709e4,3.922602e5,2.155453e6,1.767835e6,3.286816e6,6.368545e5,6.970911e4,5.200000e-3
8.800000e0,1.690284e4,3.963645e5,2.178072e6,1.786410e6,3.321355e6,6.435462e5,7.044157e4,5.200000e-3
8.810000e0,1.708045e4,4.005120e5,2.200929e6,1.805180e6,3.356256e6,6.503083e5,7.118172e4,5.200000e-3
8.820000e0,1.725991e4,4.047031e5,2.224026e6,1.824148e6,3.391524e6,6.571413e5,7.192965e4,5.200000e-3
8.830000e0,1.744127e4,4.089382e5,2.247366e6,1.843314e6,3.427163e6,6.640462e5,7.268543e4,5.200000e-3
8.840000e0,1.762453e4,4.132178e5,2.270951e6,1.862683e6,3.463176e6,6.710236e5,7.344916e4,5.200000e-3
8.850000e0,1.780971e4,4.175424e5,2.294784e6,1.882254e6,3.499567e6,6.780743e5,7.422091e4,5.200000e-3
8.860000e0,1.799684e4,4.219124e5,2.318867e6,1.902032e6,3.536341e6,6.851991e5,7.500077e4,5.200000e-3
8.870000e0,1.818594e4,4.263284e5,2.343203e6,1.922017e6,3.573501e6,6.923988e5,7.578883e4,5.200000e-3
8.880000e0,1.837702e4,4.307907e5,2.367795e6,1.942212e6,3.611051e6,6.996741e5,7.658516e4,5.200000e-3
8.890000e0,1.857011e4,4.352999e5,2.392646e6,1.962619e6,3.648996e6,7.070258e5,7.738986e4,5.200000e-3
8.900000e0,1.876523e4,4.398566e5,2.417757e6,1.983241e6,3.687340e6,7.144548e5,7.820302e4,5.200000e-3
8.910000e0,1.896240e4,4.444610e5,2.443133e6,2.004080e6,3.726087e6,7.219619e5,7.902472e4,5.200000e-3
8.920000e0,1.916165e4,4.491139e5,2.468775e6,2.025137e6,3.765241e6,7.295478e5,7.985505e4,5.200000e-3
8.930000e0,1.936298e4,4.538157e5,2.494686e6,2.046416e6,3.804806e6,7.372135e5,8.069411e4,5.200000e-3
8.940000e0,1.956643e4,4.585669e5,2.520870e6,2.067918e6,3.844787e6,7.449596e5,8.154199e4,5.200000e-3
8.950000e0,1.977202e4,4.633680e5,2.547329e6,2.089646e6,3.885188e6,7.527872e5,8.239877e4,5.200000e-3
8.960000e0,1.997977e4,4.682195e5,2.574066e6,2.111602e6,3.926013e6,7.606970e5,8.326455e4,5.200000e-3
8.970000e0,2.018970e4,4.731220e5,2.601084e6,2.133790e6,3.967268e6,7.686899e5,8.413944e4,5.200000e-3
8.980000e0,2.040184e4,4.780761e5,2.628386e6,2.156210e6,4.008955e6,7.767668e5,8.502351e4,5.200000e-3
8.990000e0,2.061620e4,4.830821e5,2.655974e6,2.178866e6,4.051081e6,7.849286e5,8.591688e4,5.200000e-3
9.000000e0,2.083282e4,4.881408e5,2.683853e6,2.201760e6,4.093650e6,7.931761e5,8.681963e4,5.200000e-3
9.010000e0,2.105172e4,4.932527e5,2.712024e6,2.224894e6,4.136666e6,8.015103e5,8.773186e4,5.200000e-3
9.020000e0,2.127291e4,4.984183e5,2.740492e6,2.248272e6,4.180133e6,8.099321e5,8.865368e4,5.200000e-3
9.030000e0,2.149643e4,5.036381e5,2.769258e6,2.271895e6,4.224058e6,8.184423e5,8.958519e4,5.200000e-3
9.040000e0,2.172230e4,5.089128e5,2.798327e6,2.295766e6,4.268444e6,8.270419e5,9.052648e4,5.200000e-3
9.050000e0,2.195054e4,5.142429e5,2.827701e6,2.319888e6,4.313296e6,8.357320e5,9.147766e4,5.200000e-3
9.060000e0,2.218118e4,5.196290e5,2.857384e6,2.344264e6,4.358620e6,8.445133e5,9.243884e4,5.200000e-3
9.070000e0,2.241424e4,5.250717e5,2.887379e6,2.368896e6,4.404419e6,8.533869e5,9.341012e4,5.200000e-3
9.080000e0,2.264975e4,5.305716e5,2.917689e6,2.393786e6,4.450700e6,8.623537e5,9.439160e4,5.200000e-3
9.090000e0,2.288773e4,5.361293e5,2.948318e6,2.418938e6,4.497468e6,8.714147e5,9.538339e4,5.200000e-3
9.100000e0,2.312822e4,5.417454e5,2.979268e6,2.444355e6,4.544726e6,8.805709e5,9.638561e4,5.200000e-3
9.110000e0,2.337123e4,5.474205e5,3.010543e6,2.470038e6,4.592482e6,8.898234e5,9.739836e4,5.200000e-3
9.120000e0,2.361680e4,5.531552e5,3.042147e6,2.495992e6,4.640738e6,8.991730e5,9.842174e4,5.200000e-3
9.130000e0,2.386494e4,5.589502e5,3.074084e6,2.522218e6,4.689503e6,9.086209e5,9.945588e4,5.200000e-3
9.140000e0,2.411570e4,5.648061e5,3.106355e6,2.548719e6,4.738779e6,9.181681e5,1.005009e5,5.200000e-3
9.150000e0,2.436908e4,5.707235e5,3.138966e6,2.575499e6,4.788573e6,9.278156e5,1.015569e5,5.200000e-3
9.160000e0,2.462513e4,5.767031e5,3.171920e6,2.602560e6,4.838890e6,9.375644e5,1.026240e5,5.200000e-3
9.170000e0,2.488387e4,5.827455e5,3.205220e6,2.629906e6,4.889736e6,9.474157e5,1.037022e5,5.200000e-3
9.180000e0,2.514533e4,5.888515e5,3.238869e6,2.657539e6,4.941117e6,9.573704e5,1.047919e5,5.200000e-3
9.190000e0,2.540954e4,5.950215e5,3.272873e6,2.685463e6,4.993037e6,9.674298e5,1.058929e5,5.200000e-3
9.200000e0,2.567652e4,6.012564e5,3.307233e6,2.713679e6,5.045502e6,9.775949e5,1.070056e5,5.200000e-3
9.210000e0,2.594631e4,6.075568e5,3.341955e6,2.742193e6,5.098519e6,9.878668e5,1.081299e5,5.200000e-3
9.220000e0,2.621893e4,6.139235e5,3.377041e6,2.771006e6,5.152093e6,9.982466e5,1.092660e5,5.200000e-3
9.230000e0,2.649442e4,6.203570e5,3.412496e6,2.800121e6,5.206230e6,1.008735e6,1.104141e5,5.200000e-3
9.240000e0,2.677280e4,6.268581e5,3.448324e6,2.829543e6,5.260935e6,1.019334e6,1.115743e5,5.200000e-3
9.250000e0,2.705410e4,6.334275e5,3.484528e6,2.859273e6,5.316216e6,1.030045e6,1.127466e5,5.200000e-3
9.260000e0,2.733837e4,6.400660e5,3.521112e6,2.889317e6,5.372077e6,1.040868e6,1.139313e5,5.200000e-3
9.270000e0,2.762561e4,6.467742e5,3.558081e6,2.919675e6,5.428525e6,1.051805e6,1.151284e5,5.200000e-3
9.280000e0,2.791588e4,6.535529e5,3.595439e6,2.950353e6,5.485567e6,1.062856e6,1.163380e5,5.200000e-3
9.290000e0,2.820920e4,6.604028e5,3.633189e6,2.981353e6,5.543207e6,1.074024e6,1.175604e5,5.200000e-3
9.300000e0,2.850560e4,6.673247e5,3.671335e6,3.012679e6,5.601453e6,1.085309e6,1.187956e5,5.200000e-3
9.310000e0,2.880511e4,6.743193e5,3.709882e6,3.044334e6,5.660312e6,1.096713e6,1.200439e5,5.200000e-3
9.320000e0,2.910777e4,6.813874e5,3.748835e6,3.076321e6,5.719788e6,1.108236e6,1.213052e5,5.200000e-3
9.330000e0,2.941361e4,6.885298e5,3.788197e6,3.108645e6,5.779890e6,1.119881e6,1.225798e5,5.200000e-3
9.340000e0,2.972266e4,6.957473e5,3.827972e6,3.141308e6,5.840623e6,1.131647e6,1.238677e5,5.200000e-3
9.350000e0,3.003496e4,7.030405e5,3.868165e6,3.174314e6,5.901994e6,1.143538e6,1.251692e5,5.200000e-3
9.360000e0,3.035054e4,7.104104e5,3.908780e6,3.207668e6,5.964010e6,1.155553e6,1.264844e5,5.200000e-3
9.370000e0,3.066944e4,7.178578e5,3.949823e6,3.241371e6,6.026678e6,1.167695e6,1.278134e5,5.200000e-3
9.380000e0,3.099169e4,7.253834e5,3.991296e6,3.275429e6,6.090004e6,1.179964e6,1.291564e5,5.200000e-3
9.390000e0,3.131732e4,7.329881e5,4.033206e6,3.309845e6,6.153995e6,1.192362e6,1.305134e5,5.200000e-3
9.400000e0,3.164638e4,7.406726e5,4.075555e6,3.344622e6,6.218659e6,1.204891e6,1.318848e5,5.200000e-3
9.410000e0,3.197889e4,7.484380e5,4.118350e6,3.379765e6,6.284002e6,1.217551e6,1.332705e5,5.200000e-3
9.420000e0,3.231490e4,7.562849e5,4.161594e6,3.415277e6,6.350032e6,1.230344e6,1.346708e5,5.200000e-3
9.430000e0,3.265443e4,7.642143e5,4.205293e6,3.451162e6,6.416756e6,1.243272e6,1.360858e5,5.200000e-3
9.440000e0,3.299754e4,7.722269e5,4.249451e6,3.487424e6,6.484180e6,1.256335e6,1.375157e5,5.200000e-3
9.450000e0,3.334425e4,7.803238e5,4.294072e6,3.524067e6,6.552313e6,1.269536e6,1.389606e5,5.200000e-3
9.460000e0,3.369460e4,7.885058e5,4.339163e6,3.561095e6,6.621162e6,1.282875e6,1.404207e5,5.200000e-3
9.470000e0,3.404864e4,7.967737e5,4.384728e6,3.598512e6,6.690735e6,1.296354e6,1.418961e5,5.200000e-3
9.480000e0,3.440639e4,8.051285e5,4.430771e6,3.636323e6,6.761038e6,1.309975e6,1.433870e5,5.200000e-3
9.490000e0,3.476790e4,8.135711e5,4.477298e6,3.674530e6,6.832080e6,1.323740e6,1.448936e5,5.200000e-3
9.500000e0,3.513321e4,8.221024e5,4.524314e6,3.713139e6,6.903868e6,1.337648e6,1.464160e5,5.200000e-3
9.510000e0,3.550236e4,8.307233e5,4.571824e6,3.752154e6,6.976411e6,1.351703e6,1.479544e5,5.200000e-3
9.520000e0,3.587539e4,8.394349e5,4.619833e6,3.791579e6,7.049716e6,1.365906e6,1.495090e5,5.200000e-3
9.530000e0,3.625234e4,8.482379e5,4.668346e6,3.831418e6,7.123791e6,1.380258e6,1.510799e5,5.200000e-3
9.540000e0,3.663324e4,8.571335e5,4.717369e6,3.871675e6,7.198645e6,1.394761e6,1.526673e5,5.200000e-3
9.550000e0,3.701815e4,8.661225e5,4.766908e6,3.912356e6,7.274285e6,1.409416e6,1.542714e5,5.200000e-3
9.560000e0,3.740711e4,8.752060e5,4.816967e6,3.953464e6,7.350719e6,1.424225e6,1.558924e5,5.200000e-3
9.570000e0,3.780015e4,8.843849e5,4.867552e6,3.995004e6,7.427957e6,1.439189e6,1.575304e5,5.200000e-3
9.580000e0,3.819732e4,8.936602e5,4.918668e6,4.036980e6,7.506006e6,1.454311e6,1.591856e5,5.200000e-3
9.590000e0,3.859866e4,9.030331e5,4.970321e6,4.079397e6,7.584876e6,1.469592e6,1.608582e5,5.200000e-3
9.600000e0,3.900423e4,9.125044e5,5.022518e6,4.122260e6,7.664574e6,1.485033e6,1.625483e5,5.200000e-3
9.610000e0,3.941405e4,9.220752e5,5.075262e6,4.165574e6,7.745109e6,1.500637e6,1.642562e5,5.200000e-3
9.620000e0,3.982818e4,9.317466e5,5.128561e6,4.209342e6,7.826491e6,1.516404e6,1.659821e5,5.200000e-3
9.630000e0,4.024666e4,9.415196e5,5.182420e6,4.253571e6,7.908728e6,1.532337e6,1.677261e5,5.200000e-3
9.640000e0,4.066953e4,9.513953e5,5.236845e6,4.298264e6,7.991829e6,1.548438e6,1.694884e5,5.200000e-3
9.650000e0,4.109685e4,9.613748e5,5.291841e6,4.343426e6,8.075803e6,1.564708e6,1.712693e5,5.200000e-3
9.660000e0,4.152866e4,9.714591e5,5.347416e6,4.389064e6,8.160659e6,1.581148e6,1.730688e5,5.200000e-3
9.670000e0,4.196501e4,9.816494e5,5.403574e6,4.435180e6,8.246407e6,1.597762e6,1.748873e5,5.200000e-3
9.680000e0,4.240594e4,9.919467e5,5.460323e6,4.481782e6,8.333055e6,1.614550e6,1.767249e5,5.200000e-3
9.690000e0,4.285150e4,1.002352e6,5.517668e6,4.528873e6,8.420615e6,1.631514e6,1.785817e5,5.200000e-3
9.700000e0,4.330175e4,1.012867e6,5.575615e6,4.576458e6,8.509094e6,1.648657e6,1.804581e5,5.200000e-3
9.710000e0,4.375672e4,1.023493e6,5.634171e6,4.624544e6,8.598503e6,1.665979e6,1.823542e5,5.200000e-3
9.720000e0,4.421648e4,1.034230e6,5.693343e6,4.673135e6,8.688851e6,1.683484e6,1.842702e5,5.200000e-3
9.730000e0,4.468107e4,1.045079e6,5.753136e6,4.722237e6,8.780148e6,1.701173e6,1.862064e5,5.200000e-3
9.740000e0,4.515054e4,1.056043e6,5.813557e6,4.771854e6,8.872405e6,1.719047e6,1.881629e5,5.200000e-3
9.750000e0,4.562494e4,1.067122e6,5.874614e6,4.821993e6,8.965631e6,1.737110e6,1.901399e5,5.200000e-3
9.760000e0,4.610433e4,1.078318e6,5.936312e6,4.872659e6,9.059837e6,1.755362e6,1.921378e5,5.200000e-3
9.770000e0,4.658875e4,1.089631e6,5.998658e6,4.923856e6,9.155033e6,1.773806e6,1.941566e5,5.200000e-3
9.780000e0,4.707826e4,1.101063e6,6.061659e6,4.975592e6,9.251228e6,1.792443e6,1.961966e5,5.200000e-3
9.790000e0,4.757292e4,1.112615e6,6.125322e6,5.027872e6,9.348435e6,1.811277e6,1.982581e5,5.200000e-3
9.800000e0,4.807277e4,1.124288e6,6.189654e6,5.080701e6,9.446663e6,1.830308e6,2.003412e5,5.200000e-3
9.810000e0,4.857788e4,1.136084e6,6.254662e6,5.134084e6,9.545923e6,1.849540e6,2.024462e5,5.200000e-3
9.820000e0,4.908829e4,1.148004e6,6.320353e6,5.188029e6,9.646225e6,1.868973e6,2.045733e5,5.200000e-3
9.830000e0,4.960407e4,1.160050e6,6.386735e6,5.242541e6,9.747582e6,1.888611e6,2.067228e5,5.200000e-3
9.840000e0,5.012526e4,1.172222e6,6.453814e6,5.297625e6,9.850004e6,1.908455e6,2.088949e5,5.200000e-3
9.850000e0,5.065193e4,1.184521e6,6.521597e6,5.353288e6,9.953502e6,1.928507e6,2.110897e5,5.200000e-3
9.860000e0,5.118414e4,1.196950e6,6.590093e6,5.409536e6,1.005809e7,1.948770e6,2.133077e5,5.200000e-3
9.870000e0,5.172193e4,1.209510e6,6.659309e6,5.466375e6,1.016377e7,1.969246e6,2.155489e5,5.200000e-3
9.880000e0,5.226538e4,1.222201e6,6.729252e6,5.523811e6,1.027057e7,1.989938e6,2.178137e5,5.200000e-3
9.890000e0,5.281454e4,1.235026e6,6.799929e6,5.581851e6,1.037848e7,2.010846e6,2.201023e5,5.200000e-3
9.900000e0,5.336947e4,1.247986e6,6.871350e6,5.640500e6,1.048753e7,2.031974e6,2.224150e5,5.200000e-3
9.910000e0,5.393023e4,1.261082e6,6.943520e6,5.699766e6,1.059773e7,2.053325e6,2.247519e5,5.200000e-3
9.920000e0,5.449688e4,1.274315e6,7.016450e6,5.759655e6,1.070908e7,2.074899e6,2.271134e5,5.200000e-3
9.930000e0,5.506948e4,1.287688e6,7.090145e6,5.820172e6,1.082161e7,2.096701e6,2.294997e5,5.200000e-3
9.940000e0,5.564810e4,1.301201e6,7.164615e6,5.881326e6,1.093531e7,2.118731e6,2.319111e5,5.200000e-3
9.950000e0,5.623280e4,1.314856e6,7.239867e6,5.943122e6,1.105022e7,2.140993e6,2.343478e5,5.200000e-3
9.960000e0,5.682364e4,1.328654e6,7.315910e6,6.005567e6,1.116632e7,2.163488e6,2.368101e5,5.200000e-3
9.970000e0,5.742070e4,1.342598e6,7.392752e6,6.068669e6,1.128365e7,2.186221e6,2.392983e5,5.200000e-3
9.980000e0,5.802402e4,1.356688e6,7.470401e6,6.132433e6,1.140221e7,2.209192e6,2.418127e5,5.200000e-3
9.990000e0,5.863368e4,1.370926e6,7.548866e6,6.196868e6,1.152202e7,2.232404e6,2.443534e5,5.200000e-3
1.000000e1,5.924975e4,1.385313e6,7.628156e6,6.261979e6,1.164309e7,2.255860e6,2.469209e5,5.200000e-3
1.001000e1,5.987230e4,1.399852e6,7.708278e6,6.327775e6,1.176542e7,2.279563e6,2.495153e5,5.200000e-3
1.002000e1,6.050138e4,1.414543e6,7.789243e6,6.394262e6,1.188905e7,2.303514e6,2.521370e5,5.200000e-3
1.003000e1,6.113707e4,1.429389e6,7.871058e6,6.461448e6,1.201397e7,2.327718e6,2.547862e5,5.200000e-3
1.004000e1,6.177945e4,1.444391e6,7.953733e6,6.529339e6,1.214020e7,2.352175e6,2.574633e5,5.200000e-3
1.005000e1,6.242857e4,1.459551e6,8.037277e6,6.597944e6,1.226776e7,2.376890e6,2.601685e5,5.200000e-3
1.006000e1,6.308451e4,1.474869e6,8.121698e6,6.667270e6,1.239667e7,2.401864e6,2.629021e5,5.200000e-3
1.007000e1,6.374735e4,1.490349e6,8.207006e6,6.737324e6,1.252692e7,2.427101e6,2.656644e5,5.200000e-3
1.008000e1,6.441715e4,1.505992e6,8.293211e6,6.808114e6,1.265855e7,2.452603e6,2.684558e5,5.200000e-3
1.009000e1,6.509398e4,1.521798e6,8.380322e6,6.879648e6,1.279155e7,2.478373e6,2.712765e5,5.200000e-3
1.010000e1,6.577793e4,1.537771e6,8.468348e6,6.951933e6,1.292596e7,2.504413e6,2.741268e5,5.200000e-3
1.011000e1,6.646906e4,1.553912e6,8.557298e6,7.024978e6,1.306177e7,2.530728e6,2.770071e5,5.200000e-3
1.012000e1,6.716746e4,1.570222e6,8.647184e6,7.098791e6,1.319902e7,2.557318e6,2.799176e5,5.200000e-3
1.013000e1,6.787320e4,1.586704e6,8.738014e6,7.173379e6,1.333770e7,2.584188e6,2.828588e5,5.200000e-3
1.014000e1,6.858635e4,1.603359e6,8.829798e6,7.248751e6,1.347785e7,2.611341e6,2.858308e5,5.200000e-3
1.015000e1,6.930699e4,1.620188e6,8.922546e6,7.324915e6,1.361946e7,2.638778e6,2.888340e5,5.200000e-3
1.016000e1,7.003520e4,1.637195e6,9.016270e6,7.401879e6,1.376257e7,2.666504e6,2.918689e5,5.200000e-3
1.017000e1,7.077107e4,1.654380e6,9.110977e6,7.479651e6,1.390717e7,2.694522e6,2.949356e5,5.200000e-3
1.018000e1,7.151467e4,1.671746e6,9.206680e6,7.558241e6,1.405330e7,2.722833e6,2.980345e5,5.200000e-3
1.019000e1,7.226608e4,1.689295e6,9.303389e6,7.637657e6,1.420096e7,2.751443e6,3.011659e5,5.200000e-3
1.020000e1,7.302538e4,1.707027e6,9.401114e6,7.717907e6,1.435018e7,2.780352e6,3.043303e5,5.200000e-3
1.021000e1,7.379267e4,1.724947e6,9.499865e6,7.799000e6,1.450096e7,2.809566e6,3.075280e5,5.200000e-3
1.022000e1,7.456801e4,1.743054e6,9.599654e6,7.880945e6,1.465332e7,2.839086e6,3.107592e5,5.200000e-3
1.023000e1,7.535150e4,1.761352e6,9.700492e6,7.963751e6,1.480729e7,2.868917e6,3.140244e5,5.200000e-3
1.024000e1,7.614323e4,1.779841e6,9.802389e6,8.047428e6,1.496287e7,2.899061e6,3.173238e5,5.200000e-3
1.025000e1,7.694327e4,1.798526e6,9.905357e6,8.131983e6,1.512009e7,2.929522e6,3.206580e5,5.200000e-3
1.026000e1,7.775172e4,1.817406e6,1.000941e7,8.217427e6,1.527896e7,2.960303e6,3.240272e5,5.200000e-3
1.027000e1,7.856866e4,1.836485e6,1.011455e7,8.303769e6,1.543950e7,2.991407e6,3.274318e5,5.200000e-3
1.028000e1,7.939419e4,1.855764e6,1.022080e7,8.391018e6,1.560173e7,3.022838e6,3.308721e5,5.200000e-3
1.029000e1,8.022839e4,1.875246e6,1.032816e7,8.479183e6,1.576566e7,3.054599e6,3.343486e5,5.200000e-3
1.030000e1,8.107136e4,1.894933e6,1.043665e7,8.568275e6,1.593132e7,3.086694e6,3.378617e5,5.200000e-3
1.031000e1,8.192318e4,1.914826e6,1.054629e7,8.658304e6,1.609871e7,3.119127e6,3.414116e5,5.200000e-3
1.032000e1,8.278396e4,1.934929e6,1.065707e7,8.749278e6,1.626786e7,3.151900e6,3.449988e5,5.200000e-3
1.033000e1,8.365377e4,1.955242e6,1.076902e7,8.841208e6,1.643879e7,3.185017e6,3.486238e5,5.200000e-3
1.034000e1,8.453273e4,1.975769e6,1.088214e7,8.934103e6,1.661152e7,3.218482e6,3.522868e5,5.200000e-3
1.035000e1,8.542092e4,1.996512e6,1.099645e7,9.027975e6,1.678606e7,3.252299e6,3.559883e5,5.200000e-3
1.036000e1,8.631845e4,2.017473e6,1.111197e7,9.122833e6,1.696244e7,3.286471e6,3.597287e5,5.200000e-3
1.037000e1,8.722540e4,2.038654e6,1.122870e7,9.218688e6,1.714066e7,3.321003e6,3.635084e5,5.200000e-3
1.038000e1,8.814189e4,2.060057e6,1.134665e7,9.315550e6,1.732077e7,3.355897e6,3.673278e5,5.200000e-3
1.039000e1,8.906800e4,2.081686e6,1.146584e7,9.413430e6,1.750276e7,3.391158e6,3.711874e5,5.200000e-3
1.040000e1,9.000384e4,2.103542e6,1.158629e7,9.512338e6,1.768666e7,3.426789e6,3.750875e5,5.200000e-3
1.041000e1,9.094952e4,2.125627e6,1.170800e7,9.612286e6,1.787250e7,3.462795e6,3.790286e5,5.200000e-3
1.042000e1,9.190513e4,2.147944e6,1.183099e7,9.713283e6,1.806029e7,3.499179e6,3.830110e5,5.200000e-3
1.043000e1,9.287079e4,2.170496e6,1.195527e7,9.815342e6,1.825006e7,3.535945e6,3.870354e5,5.200000e-3
1.044000e1,9.384659e4,2.193285e6,1.208086e7,9.918473e6,1.844181e7,3.573097e6,3.911020e5,5.200000e-3
1.045000e1,9.483264e4,2.216313e6,1.220777e7,1.002269e7,1.863559e7,3.610640e6,3.952113e5,5.200000e-3
1.046000e1,9.582906e4,2.239584e6,1.233601e7,1.012800e7,1.883139e7,3.648578e6,3.993638e5,5.200000e-3
1.047000e1,9.683594e4,2.263098e6,1.246560e7,1.023441e7,1.902926e7,3.686914e6,4.035600e5,5.200000e-3
1.048000e1,9.785340e4,2.286860e6,1.259655e7,1.034195e7,1.922920e7,3.725652e6,4.078002e5,5.200000e-3
1.049000e1,9.888155e4,2.310872e6,1.272888e7,1.045061e7,1.943125e7,3.764798e6,4.120850e5,5.200000e-3
1.050000e1,9.992051e4,2.335135e6,1.286259e7,1.056042e7,1.963542e7,3.804355e6,4.164148e5,5.200000e-3
1.051000e1,1.009704e5,2.359654e6,1.299772e7,1.067138e7,1.984173e7,3.844328e6,4.207901e5,5.200000e-3
1.052000e1,1.020313e5,2.384430e6,1.313426e7,1.078350e7,2.005021e7,3.884721e6,4.252114e5,5.200000e-3
1.053000e1,1.031033e5,2.409467e6,1.327223e7,1.089681e7,2.026088e7,3.925538e6,4.296792e5,5.200000e-3
1.054000e1,1.041866e5,2.434767e6,1.341166e7,1.101130e7,2.047377e7,3.966784e6,4.341938e5,5.200000e-3
1.055000e1,1.052813e5,2.460332e6,1.355255e7,1.112700e7,2.068889e7,4.008463e6,4.387559e5,5.200000e-3
1.056000e1,1.063875e5,2.486167e6,1.369492e7,1.124391e7,2.090627e7,4.050581e6,4.433660e5,5.200000e-3
1.057000e1,1.075054e5,2.512272e6,1.383879e7,1.136205e7,2.112594e7,4.093141e6,4.480245e5,5.200000e-3
1.058000e1,1.086349e5,2.538652e6,1.398417e7,1.148143e7,2.134791e7,4.136148e6,4.527319e5,5.200000e-3
1.059000e1,1.097764e5,2.565309e6,1.413107e7,1.160207e7,2.157222e7,4.179607e6,4.574888e5,5.200000e-3
1.060000e1,1.109298e5,2.592246e6,1.427952e7,1.172398e7,2.179888e7,4.223522e6,4.622957e5,5.200000e-3
1.061000e1,1.120953e5,2.619467e6,1.442953e7,1.184716e7,2.202793e7,4.267899e6,4.671530e5,5.200000e-3
1.062000e1,1.132731e5,2.646973e6,1.458112e7,1.197164e7,2.225938e7,4.312742e6,4.720614e5,5.200000e-3
1.063000e1,1.144633e5,2.674768e6,1.473430e7,1.209743e7,2.249326e7,4.358057e6,4.770214e5,5.200000e-3
1.064000e1,1.156660e5,2.702856e6,1.488909e7,1.222454e7,2.272961e7,4.403847e6,4.820335e5,5.200000e-3
1.065000e1,1.168813e5,2.731238e6,1.504550e7,1.235298e7,2.296843e7,4.450119e6,4.870983e5,5.200000e-3
1.066000e1,1.181094e5,2.759919e6,1.520356e7,1.248278e7,2.320976e7,4.496877e6,4.922163e5,5.200000e-3
1.067000e1,1.193504e5,2.788901e6,1.536328e7,1.261393e7,2.345363e7,4.544126e6,4.973880e5,5.200000e-3
1.068000e1,1.206044e5,2.818187e6,1.552467e7,1.274647e7,2.370006e7,4.591871e6,5.026141e5,5.200000e-3
1.069000e1,1.218716e5,2.847781e6,1.568777e7,1.288040e7,2.394908e7,4.640119e6,5.078951e5,5.200000e-3
1.070000e1,1.231521e5,2.877686e6,1.585257e7,1.301574e7,2.420072e7,4.688873e6,5.132316e5,5.200000e-3
1.071000e1,1.244461e5,2.907906e6,1.601911e7,1.315249e7,2.445500e7,4.738139e6,5.186242e5,5.200000e-3
1.072000e1,1.257536e5,2.938443e6,1.618740e7,1.329069e7,2.471196e7,4.787923e6,5.240734e5,5.200000e-3
1.073000e1,1.270749e5,2.969300e6,1.635745e7,1.343033e7,2.497161e7,4.838230e6,5.295799e5,5.200000e-3
1.074000e1,1.284101e5,3.000482e6,1.652930e7,1.357145e7,2.523399e7,4.889066e6,5.351442e5,5.200000e-3
1.075000e1,1.297593e5,3.031992e6,1.670295e7,1.371405e7,2.549913e7,4.940436e6,5.407670e5,5.200000e-3
1.076000e1,1.311227e5,3.063833e6,1.687842e7,1.385814e7,2.576705e7,4.992345e6,5.464489e5,5.200000e-3
1.077000e1,1.325004e5,3.096008e6,1.705573e7,1.400375e7,2.603779e7,5.044800e6,5.521905e5,5.200000e-3
1.078000e1,1.338926e5,3.128521e6,1.723491e7,1.415089e7,2.631137e7,5.097807e6,5.579924e5,5.200000e-3
1.079000e1,1.352994e5,3.161376e6,1.741598e7,1.429957e7,2.658783e7,5.151370e6,5.638553e5,5.200000e-3
1.080000e1,1.367210e5,3.194576e6,1.759894e7,1.444982e7,2.686719e7,5.205496e6,5.697797e5,5.200000e-3
1.081000e1,1.381576e5,3.228125e6,1.778383e7,1.460165e7,2.714949e7,5.260190e6,5.757664e5,5.200000e-3
1.082000e1,1.396092e5,3.262027e6,1.797066e7,1.475507e7,2.743476e7,5.315459e6,5.818161e5,5.200000e-3
1.083000e1,1.410761e5,3.296285e6,1.815945e7,1.491010e7,2.772302e7,5.371309e6,5.879292e5,5.200000e-3
1.084000e1,1.425584e5,3.330902e6,1.835023e7,1.506676e7,2.801431e7,5.427746e6,5.941067e5,5.200000e-3
1.085000e1,1.440562e5,3.365884e6,1.854301e7,1.522507e7,2.830866e7,5.484776e6,6.003490e5,5.200000e-3
1.086000e1,1.455699e5,3.401233e6,1.873782e7,1.538504e7,2.860610e7,5.542405e6,6.066569e5,5.200000e-3
1.087000e1,1.470994e5,3.436953e6,1.893467e7,1.554669e7,2.890667e7,5.600640e6,6.130311e5,5.200000e-3
1.088000e1,1.486449e5,3.473049e6,1.913359e7,1.571005e7,2.921040e7,5.659486e6,6.194722e5,5.200000e-3
1.089000e1,1.502068e5,3.509524e6,1.933460e7,1.587511e7,2.951732e7,5.718951e6,6.259811e5,5.200000e-3
1.090000e1,1.517850e5,3.546382e6,1.953773e7,1.604191e7,2.982746e7,5.779040e6,6.325583e5,5.200000e-3
1.091000e1,1.533798e5,3.583627e6,1.974298e7,1.621047e7,3.014086e7,5.839761e6,6.392046e5,5.200000e-3
