case,max_n_nuc,total_n_nuc,n_mats,sim_s,load_s,collisions,fissions,leaks,us_per_collision,us_per_particle,k_calc,k_sigma,delta_pcm,sigma_ratio,status
heu-met-fast-001_case-1,3,20,7,11.020,0.500,15787005,2302125,3432157,0.698,1.84,1.00017,0.00049,+17,0.15,PASS
