case,max_n_nuc,total_n_nuc,n_mats,sim_s,load_s,collisions,fissions,leaks,us_per_collision,us_per_particle,k_calc,k_sigma,delta_pcm,sigma_ratio,status
heu-met-fast-001_case-1,3,20,7,15.780,0.510,31578004,4603443,6862937,0.500,1.31,0.99985,0.00040,-15,0.14,PASS
