case,max_n_nuc,total_n_nuc,n_mats,sim_s,load_s,collisions,fissions,leaks,us_per_collision,us_per_particle,k_calc,k_sigma,delta_pcm,sigma_ratio,status
heu-met-fast-001_case-1,3,20,7,3.620,1.790,197471,28682,43066,18.332,48.27,0.99616,0.00463,-384,0.81,PASS
