case,max_n_nuc,total_n_nuc,n_mats,sim_s,load_s,collisions,fissions,leaks,us_per_collision,us_per_particle,k_calc,k_sigma,delta_pcm,sigma_ratio,status
heu-met-fast-001_case-1,3,20,7,28.440,0.500,78882430,11502637,17165138,0.361,0.95,0.99958,0.00022,-42,0.41,PASS
