t_s,n,c1,c2,c3,c4,c5,c6,rho
1.690000e0,3.141574e0,2.056858e3,4.898425e3,1.399832e3,1.445848e3,1.816150e2,1.633954e1,3.250000e-3
1.700000e0,3.148579e0,2.057380e3,4.901285e3,1.402120e3,1.449810e3,1.821582e2,1.637865e1,3.250000e-3
1.710000e0,3.155592e0,2.057903e3,4.904154e3,1.404414e3,1.453779e3,1.827010e2,1.641777e1,3.250000e-3
1.720000e0,3.162612e0,2.058428e3,4.907031e3,1.406715e3,1.457755e3,1.832435e2,1.645689e1,3.250000e-3
1.730000e0,3.169640e0,2.058955e3,4.909918e3,1.409021e3,1.461737e3,1.837857e2,1.649603e1,3.250000e-3
1.740000e0,3.176677e0,2.059483e3,4.912813e3,1.411333e3,1.465726e3,1.843275e2,1.653517e1,3.250000e-3
1.750000e0,3.183721e0,2.060013e3,4.915717e3,1.413652e3,1.469721e3,1.848690e2,1.657433e1,3.250000e-3
1.760000e0,3.190774e0,2.060545e3,4.918630e3,1.415976e3,1.473723e3,1.854102e2,1.661349e1,3.250000e-3
1.770000e0,3.197835e0,2.061079e3,4.921552e3,1.418306e3,1.477732e3,1.859511e2,1.665268e1,3.250000e-3
1.780000e0,3.204904e0,2.061614e3,4.924483e3,1.420643e3,1.481747e3,1.864917e2,1.669187e1,3.250000e-3
1.790000e0,3.211981e0,2.062151e3,4.927422e3,1.422985e3,1.485769e3,1.870321e2,1.673108e1,3.250000e-3
1.800000e0,3.219066e0,2.062689e3,4.930371e3,1.425334e3,1.489797e3,1.875721e2,1.677031e1,3.250000e-3
1.810000e0,3.226160e0,2.063229e3,4.933328e3,1.427689e3,1.493832e3,1.881119e2,1.680956e1,3.250000e-3
1.820000e0,3.233262e0,2.063771e3,4.936295e3,1.430049e3,1.497874e3,1.886515e2,1.684882e1,3.250000e-3
1.830000e0,3.240373e0,2.064315e3,4.939270e3,1.432416e3,1.501922e3,1.891908e2,1.688810e1,3.250000e-3
1.840000e0,3.247492e0,2.064860e3,4.942254e3,1.434789e3,1.505977e3,1.897299e2,1.692740e1,3.250000e-3
1.850000e0,3.254620e0,2.065407e3,4.945248e3,1.437168e3,1.510039e3,1.902688e2,1.696672e1,3.250000e-3
1.860000e0,3.261756e0,2.065955e3,4.948250e3,1.439553e3,1.514107e3,1.908075e2,1.700607e1,3.250000e-3
1.870000e0,3.268901e0,2.066506e3,4.951261e3,1.441944e3,1.518182e3,1.913460e2,1.704543e1,3.250000e-3
1.880000e0,3.276054e0,2.067058e3,4.954281e3,1.444341e3,1.522263e3,1.918843e2,1.708482e1,3.250000e-3
1.890000e0,3.283217e0,2.067612e3,4.957310e3,1.446744e3,1.526351e3,1.924224e2,1.712423e1,3.250000e-3
1.900000e0,3.290388e0,2.068167e3,4.960348e3,1.449153e3,1.530446e3,1.929603e2,1.716367e1,3.250000e-3
1.910000e0,3.297567e0,2.068724e3,4.963396e3,1.451568e3,1.534547e3,1.934981e2,1.720313e1,3.250000e-3
1.920000e0,3.304756e0,2.069283e3,4.966452e3,1.453990e3,1.538655e3,1.940357e2,1.724262e1,3.250000e-3
1.930000e0,3.311954e0,2.069843e3,4.969517e3,1.456417e3,1.542770e3,1.945732e2,1.728213e1,3.250000e-3
1.940000e0,3.319160e0,2.070406e3,4.972591e3,1.458851e3,1.546891e3,1.951105e2,1.732167e1,3.250000e-3
1.950000e0,3.326375e0,2.070970e3,4.975674e3,1.461291e3,1.551020e3,1.956478e2,1.736124e1,3.250000e-3
1.960000e0,3.333600e0,2.071535e3,4.978767e3,1.463737e3,1.555154e3,1.961849e2,1.740084e1,3.250000e-3
1.970000e0,3.340833e0,2.072103e3,4.981868e3,1.466189e3,1.559296e3,1.967219e2,1.744047e1,3.250000e-3
1.980000e0,3.348076e0,2.072672e3,4.984979e3,1.468647e3,1.563444e3,1.972588e2,1.748013e1,3.250000e-3
1.990000e0,3.355328e0,2.073243e3,4.988098e3,1.471111e3,1.567598e3,1.977956e2,1.751982e1,3.250000e-3
2.000000e0,3.362589e0,2.073815e3,4.991227e3,1.473581e3,1.571760e3,1.983323e2,1.755954e1,3.250000e-3
2.010000e0,3.369859e0,2.074389e3,4.994364e3,1.476058e3,1.575928e3,1.988689e2,1.759929e1,3.250000e-3
2.020000e0,3.377138e0,2.074965e3,4.997511e3,1.478540e3,1.580103e3,1.994055e2,1.763907e1,3.250000e-3
2.030000e0,3.384427e0,2.075543e3,5.000667e3,1.481029e3,1.584284e3,1.999421e2,1.767889e1,3.250000e-3
2.040000e0,3.391725e0,2.076123e3,5.003832e3,1.483524e3,1.588472e3,2.004785e2,1.771874e1,3.250000e-3
2.050000e0,3.399033e0,2.076704e3,5.007007e3,1.486025e3,1.592667e3,2.010150e2,1.775862e1,3.250000e-3
2.060000e0,3.406350e0,2.077287e3,5.010190e3,1.488532e3,1.596869e3,2.015514e2,1.779854e1,3.250000e-3
2.070000e0,3.413676e0,2.077871e3,5.013383e3,1.491046e3,1.601077e3,2.020878e2,1.783850e1,3.250000e-3
2.080000e0,3.421012e0,2.078458e3,5.016584e3,1.493565e3,1.605292e3,2.026241e2,1.787849e1,3.250000e-3
2.090000e0,3.428358e0,2.079046e3,5.019795e3,1.496091e3,1.609514e3,2.031605e2,1.791851e1,3.250000e-3
2.100000e0,3.435713e0,2.079636e3,5.023015e3,1.498623e3,1.613742e3,2.036969e2,1.795858e1,3.250000e-3
2.110000e0,3.443078e0,2.080227e3,5.026245e3,1.501161e3,1.617977e3,2.042332e2,1.799868e1,3.250000e-3
2.120000e0,3.450452e0,2.080821e3,5.029483e3,1.503705e3,1.622219e3,2.047696e2,1.803882e1,3.250000e-3
2.130000e0,3.457836e0,2.081416e3,5.032731e3,1.506255e3,1.626468e3,2.053061e2,1.807900e1,3.250000e-3
2.140000e0,3.465230e0,2.082013e3,5.035988e3,1.508812e3,1.630723e3,2.058425e2,1.811921e1,3.250000e-3
